country,season,sport,gender,age_group,registered_players,metric_name,source_name,source_url,source_file,quality_flag,age_label,notes
Spain,2021-22,football,male,infantil,135164,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,infantil,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,juvenil,122373,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,juvenil,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,prebenjamin,47471,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,prebenjamin,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,profesional,9802,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,profesional,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,veterano,1149,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,veterano,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,futsal,female,aficionado,6118,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,aficionado,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,female,alevin,1850,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,alevin,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,female,benjamin,1285,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,benjamin,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,female,cadete,1575,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,cadete,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,female,debutante,111,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,debutante,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,female,infantil,2263,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,infantil,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,female,juvenil,1819,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,juvenil,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,female,prebenjamin,359,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,prebenjamin,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,female,profesional,182,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,profesional,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,aficionado,30531,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,aficionado,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,alevin,13013,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,alevin,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,benjamin,13296,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,benjamin,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,cadete,13272,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,cadete,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,debutante,2660,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,debutante,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,infantil,15567,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,infantil,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,juvenil,14673,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,juvenil,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,prebenjamin,10204,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,prebenjamin,"Image-verified. Grand total 129,186 confirmed."
Spain,2021-22,futsal,male,profesional,408,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,profesional,"Image-verified. Grand total 129,186 confirmed."
Spain,2022-23,football,female,aficionado,16681,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,aficionado,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,female,alevin,14535,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,alevin,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,female,benjamin,6923,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,benjamin,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,female,cadete,12322,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,cadete,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,female,debutante,304,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,debutante,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,female,infantil,15576,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,infantil,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,female,juvenil,10288,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,juvenil,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,female,prebenjamin,1956,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,prebenjamin,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,female,profesional,1133,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,profesional,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,aficionado,146392,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,aficionado,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,alevin,139953,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,alevin,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,benjamin,101216,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,benjamin,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,cadete,133816,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,cadete,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,debutante,9954,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,debutante,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,infantil,149437,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,infantil,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,juvenil,128899,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,juvenil,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,prebenjamin,54557,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,prebenjamin,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,profesional,8397,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,profesional,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,football,male,veterano,498,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,veterano,Image-verified. Replaces PDF-parser entry.
Spain,2022-23,futsal,female,aficionado,6301,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,aficionado,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,alevin,2808,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,alevin,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,base,124,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,base,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,benjamin,1667,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,benjamin,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,cadete,1720,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,cadete,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,debutante,131,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,debutante,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,infantil,2314,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,infantil,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,juvenil,1771,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,juvenil,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,prebenjamin,611,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,prebenjamin,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,female,profesional,196,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,profesional,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,aficionado,30792,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,aficionado,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,alevin,15596,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,alevin,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,benjamin,14891,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,benjamin,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,cadete,14440,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,cadete,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,debutante,3076,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,debutante,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,infantil,14740,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,infantil,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,juvenil,15407,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,juvenil,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,prebenjamin,12467,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,prebenjamin,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
Spain,2022-23,futsal,male,profesional,440,licencias,RFEF Memoria Anual 2023,,rfef_memoria_2023.pdf,confirmed,profesional,"Image-verified. Grand total 139,492 confirmed. New 'base' category appears in female futsal this season."
